latitude,longitude,data_hora_rodada,data_hora_previsao,valor,id_modelo_nwp
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T07:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T08:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T10:00:00Z,8.82,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T11:00:00Z,53,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T12:00:00Z,118.8,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T13:00:00Z,633.2,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T14:00:00Z,699.32,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T15:00:00Z,743.56,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T16:00:00Z,764.42,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T17:00:00Z,761.74,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T18:00:00Z,734.59,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T19:00:00Z,386.1,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T20:00:00Z,285.28,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T21:00:00Z,196.52,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T22:00:00Z,147.38,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-22T23:00:00Z,117.9,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T00:00:00Z,98.26,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-23T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T00:00:00Z,37.03,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T03:00:00Z,74.07,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T06:00:00Z,111.1,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T09:00:00Z,320.7,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T12:00:00Z,530.3,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T15:00:00Z,739.9,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T18:00:00Z,730.67,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-24T21:00:00Z,721.44,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T00:00:00Z,712.21,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T03:00:00Z,511.47,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T06:00:00Z,310.72,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T09:00:00Z,109.98,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T12:00:00Z,91.65,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T15:00:00Z,73.32,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T18:00:00Z,54.99,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-25T21:00:00Z,36.66,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T00:00:00Z,18.33,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-26T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T00:00:00Z,39.19,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T03:00:00Z,78.39,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T06:00:00Z,117.58,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T09:00:00Z,324.69,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T12:00:00Z,531.79,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T15:00:00Z,738.9,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T18:00:00Z,705.7,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-27T21:00:00Z,672.5,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T00:00:00Z,639.3,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T03:00:00Z,481.08,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T06:00:00Z,322.86,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T09:00:00Z,164.64,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T12:00:00Z,137.2,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T15:00:00Z,109.76,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T18:00:00Z,82.32,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-28T21:00:00Z,54.88,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T00:00:00Z,27.44,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-29T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T00:00:00Z,39.19,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T03:00:00Z,78.39,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T06:00:00Z,117.58,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T09:00:00Z,324.59,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T12:00:00Z,531.59,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T15:00:00Z,738.6,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T18:00:00Z,736.43,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-30T21:00:00Z,734.25,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T00:00:00Z,732.08,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T03:00:00Z,557.41,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T06:00:00Z,382.73,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T09:00:00Z,208.06,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T12:00:00Z,173.38,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T15:00:00Z,138.71,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T18:00:00Z,104.03,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-05-31T21:00:00Z,69.35,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T00:00:00Z,34.68,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-01T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T00:00:00Z,38.67,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T03:00:00Z,77.35,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T06:00:00Z,116.02,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T09:00:00Z,321.89,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T12:00:00Z,527.77,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T15:00:00Z,733.64,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T18:00:00Z,731.85,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-02T21:00:00Z,730.05,GFS
-12.75,-44.75,2025-05-18T00:00:00Z,2025-06-03T00:00:00Z,728.26,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T01:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T02:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T04:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T05:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T07:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T08:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T10:00:00Z,9.52,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T11:00:00Z,54.98,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T12:00:00Z,122.06,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T13:00:00Z,644.62,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T14:00:00Z,710.6,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T15:00:00Z,754.36,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T16:00:00Z,775.04,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T17:00:00Z,772.54,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T18:00:00Z,747.26,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T19:00:00Z,426.82,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T20:00:00Z,315.36,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T21:00:00Z,215.28,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T22:00:00Z,161.46,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-19T23:00:00Z,129.16,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,107.63,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T01:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T02:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T04:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T05:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T07:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T08:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T10:00:00Z,9.4,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T11:00:00Z,54.64,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T12:00:00Z,121.54,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T13:00:00Z,643.9,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T14:00:00Z,709.66,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T15:00:00Z,748.6,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T16:00:00Z,754.1,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T17:00:00Z,753.95,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T18:00:00Z,731.18,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T19:00:00Z,333.5,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T20:00:00Z,235.36,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T21:00:00Z,159.92,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T22:00:00Z,119.94,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-20T23:00:00Z,95.96,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T00:00:00Z,79.97,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T01:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T02:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T04:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T05:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T07:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T08:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T10:00:00Z,8.92,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T11:00:00Z,53.66,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T12:00:00Z,120.32,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T13:00:00Z,640.54,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T14:00:00Z,706.96,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T15:00:00Z,750.94,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T16:00:00Z,767.32,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T17:00:00Z,761.62,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T18:00:00Z,724.27,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T19:00:00Z,382.42,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T20:00:00Z,273.46,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T21:00:00Z,188.96,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T22:00:00Z,141.7,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-21T23:00:00Z,113.36,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T00:00:00Z,94.48,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T01:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T02:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T04:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T05:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T07:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T08:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T10:00:00Z,1.52,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T11:00:00Z,14.6,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T12:00:00Z,62.99,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T13:00:00Z,612.94,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T14:00:00Z,682.3,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T15:00:00Z,704.7,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T16:00:00Z,707.01,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T17:00:00Z,697.47,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T18:00:00Z,674.59,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T19:00:00Z,408,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T20:00:00Z,289.08,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T21:00:00Z,196.86,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T22:00:00Z,147.64,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-22T23:00:00Z,118.12,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T00:00:00Z,98.43,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T01:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T02:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T04:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T05:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T07:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T08:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T10:00:00Z,6.74,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T11:00:00Z,39.44,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T12:00:00Z,96.22,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T13:00:00Z,580.64,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T14:00:00Z,657.72,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T15:00:00Z,715.08,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T16:00:00Z,732.82,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T17:00:00Z,713.01,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T18:00:00Z,675.38,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T19:00:00Z,325.8,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T20:00:00Z,236.74,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T21:00:00Z,164.06,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T22:00:00Z,123.04,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-23T23:00:00Z,98.44,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T00:00:00Z,82.03,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-24T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T00:00:00Z,39.43,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T03:00:00Z,78.87,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T06:00:00Z,118.3,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T09:00:00Z,324.5,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T12:00:00Z,530.7,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T15:00:00Z,736.9,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T18:00:00Z,735.26,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-25T21:00:00Z,733.61,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T00:00:00Z,731.97,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T03:00:00Z,551.1,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T06:00:00Z,370.23,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T09:00:00Z,189.36,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T12:00:00Z,157.8,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T15:00:00Z,126.23,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T18:00:00Z,94.67,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-26T21:00:00Z,63.11,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T00:00:00Z,31.56,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-27T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T00:00:00Z,39.34,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T03:00:00Z,78.68,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T06:00:00Z,118.02,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T09:00:00Z,326.21,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T12:00:00Z,534.41,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T15:00:00Z,742.6,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T18:00:00Z,740.51,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-28T21:00:00Z,738.41,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T00:00:00Z,736.32,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T03:00:00Z,562.35,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T06:00:00Z,388.37,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T09:00:00Z,214.4,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T12:00:00Z,178.67,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T15:00:00Z,142.93,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T18:00:00Z,107.2,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-29T21:00:00Z,71.47,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T00:00:00Z,35.73,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T03:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T06:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T09:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T12:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T15:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T18:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-30T21:00:00Z,0,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T00:00:00Z,38.56,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T03:00:00Z,77.12,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T06:00:00Z,115.68,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T09:00:00Z,321.37,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T12:00:00Z,527.05,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T15:00:00Z,732.74,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T18:00:00Z,729.35,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-05-31T21:00:00Z,725.95,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-06-01T00:00:00Z,722.56,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-06-01T03:00:00Z,521.08,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-06-01T06:00:00Z,319.6,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-06-01T09:00:00Z,118.12,GFS
-12.75,-44.75,2025-05-19T00:00:00Z,2025-06-01T12:00:00Z,98.43,GFS
